ID,Domain,Sub-Domain,Tags,Use Case,Key Capability,Capability,Level,Capability at Level,Features,Scoring Criteria at Level,Questions,Answers,Score,Scoring Justification,Notes,Backlog Story Title,Backlog Story Description,Implementation Activity,Primary Resources,,
Sec.7.2.3,Security,Security Operations,,"#TM
",Yes,Disaster Recovery,3,The organization leverages automation and a shared responsibility model to coordinate DR activities & methods.,"_Automated Recovery
_Automated Testing
_Shared Responsibility Model
_Public Cloud DR
_Annual Plan Review/Audit
_DR Alerting
_BCDR Planned Training & Education","_Automated Recovery
_Automated Testing
_Established Shared Responsibility Model
--- target operating model
--- 1st-party responsibility
--- 3rd-party responsibility
--- ownership
--- coordination
_Established & Integrated Public Cloud DR (includes multi-region failover)
_Performed Annual Plan Review/Audit
_Established DR Alerting
_Planned & Implemented Training & Education","** Describe the role that automation plays into DR.
_Do you have a well-defined shared responsibility model? Please explain.
_Do you have a comprehensive DR plan that covers your entire hybrid IT ecosystem?
_How do you train and educate your staff on BCDR?
_How do you review and audit DR?",,,,,Disaster recovery automation and public cloud coverage,The organization leverages automation and a shared responsibility model to coordinate DR activities & methods.,"_Automated Recovery
_Automated Testing
_Established Shared Responsibility Model
--- target operating model
--- 1st-party responsibility
--- 3rd-party responsibility
--- ownership
--- coordination
_Established & Integrated Public Cloud DR (includes multi-region failover)
_Performed Annual Plan Review/Audit
_Established DR Alerting
_Planned & Implemented Training & Education",,,
Sec.7.2.4,Security,Security Operations,,"#TM
",Yes,Disaster Recovery,4,The organization leverages digital orchestration to support multi-cloud DR activities & methods.,"_Orchestrated Recovery
_Orchestrated Testing
_Multi-cloud DR
_Automated Call-tree Matrix","_Orchestrated Recovery
_Orchestrated Testing
_Established & Integrated Multi-cloud DR
_Automated Call-tree Matrix","** What role does orchestration play in your multi-cloud DR approach?
_Are you using any CSP-specific DR techniques? Please explain.",,,,,Disaster recovery orchestration,The organization leverages digital orchestration to support multi-cloud DR activities & methods.,"_Orchestrated Recovery
_Orchestrated Testing
_Established & Integrated Multi-cloud DR
_Automated Call-tree Matrix",,,
Sec.7.2.5,Security,Security Operations,,"#TM
",Yes,Disaster Recovery,5,The organization takes steps to harden their distributed architectures and multi-cloud IT ecosystem through the implementation of chaos engineering techniques & methods.,"_Chaos Engineering
_Fully Automated DR","_Implemented Chaos Engineering (proactive approach to resiliency)
_Fully Automated DR","** Are you using any advanced techniques like chaos engineering? Please explain.
_Describe the DR coverage you have established with automation & orchestration techniques.",,,,,Disaster recovery chaos engineering,The organization takes steps to harden their distributed architectures and multi-cloud IT ecosystem through the implementation of chaos engineering techniques & methods.,"_Implemented Chaos Engineering (proactive approach to resiliency)
_Fully Automated DR",,,
Sec.7.3.1,Security,Security Operations,,"#TM
",No,Fraud Prevention,1,"The enterprise establishes the foundation for fraud prevention. Processes are by-and-large performed as manual activities. Foundational elements of the approach are driven by:
- collaboration across teams: Financial Team, Fraud Team, Cybersecurity
- anti-fraud tools
- credential mgmt.
- visibility","_Cybersecurity Fraud Strategy
_Cybersecurity Fraud Policy
_Cybersecurity Fraud Standards
_Cybersecurity Fraud Architecture
_Cybersecurity Fraud Plan
_Cybersecurity Fraud Guidelines
_Cybersecurity Fraud Requirements

Cybersecurity Team
_Credentials Mgmt.
_Client Account Takeover

Financial Team
_Client Due Diligence

Fraud Team
_Identity Verification
_Investigations & Resolutions Teams
_Internal Fraud Mgmt.
_Attempted Corporate Fraud Mgmt.
_Employee Hotline
_Challenge Question Management
_Client Reporting

Scoring
_Client

Decisioning
_Manual

Resolution Teams
_Independent Teams

ANALYSIS & DETECTION
Observability
_Anti-fraud Tools

Statistical Data Analysis
_Statistical Parameter Calculation","_Defined & Documented draft Cybersecurity Fraud Strategy
_Defined & Documented Cybersecurity Fraud Policy
_Defined & Documented draft Cybersecurity Fraud Standards
_Defined & Documented draft Cybersecurity Fraud Architecture
_Defined & Documented Cybersecurity Fraud Plan
_Defined & Documented Cybersecurity Fraud Guidelines
_Defined & Documented draft Cybersecurity Fraud Requirements

Cybersecurity Team
_Sustained Credentials Mgmt.
_Mitigated Client Account Takeover

Financial Team
_Performed Client Due Diligence

Fraud Team
_Performed Identity Verification (digital & non-digital)
_Established Investigations & Resolutions Teams
_Performed Internal Fraud Mgmt.
_Performed Attempted Corporate Fraud Mgmt.
_Established Employee Hotline
_Implemented Challenge Question Management
_Produced Client Reporting

Scoring
_Performed Client Risk Scoring

Decisioning
_Performed Manual Fraud Decisions

Resolution Teams
_Established Independent Teams

ANALYSIS & DETECTION
Observability
_Selected & Implemented Anti-fraud Tools

Statistical Data Analysis
_Performed Statistical Parameter Calculations","** How is your organization combatting fraud?
_What role does Cybersecurity play?
_How does Cybersecurity integrate and collaborate with other critical functions such as the Fraud & Financial teams?
_What types of tools & platforms are you using?
_Describe the observability you have.
_What type of modeling are you leveraging?",,,,,Fraud prevention foundation,"The enterprise establishes the foundation for fraud prevention. Processes are by-and-large performed as manual activities. Foundational elements of the approach are driven by:
- collaboration across teams: Financial Team, Fraud Team, Cybersecurity
- anti-fraud tools
- credential mgmt.
- visibility","_Defined & Documented draft Cybersecurity Fraud Strategy
_Defined & Documented Cybersecurity Fraud Policy
_Defined & Documented draft Cybersecurity Fraud Standards
_Defined & Documented draft Cybersecurity Fraud Architecture
_Defined & Documented Cybersecurity Fraud Plan
_Defined & Documented Cybersecurity Fraud Guidelines
_Defined & Documented draft Cybersecurity Fraud Requirements

Cybersecurity Team
_Sustained Credentials Mgmt.
_Mitigated Client Account Takeover

Financial Team
_Performed Client Due Diligence

Fraud Team
_Performed Identity Verification (digital & non-digital)
_Established Investigations & Resolutions Teams
_Performed Internal Fraud Mgmt.
_Performed Attempted Corporate Fraud Mgmt.
_Established Employee Hotline
_Implemented Challenge Question Management
_Produced Client Reporting

Scoring
_Performed Client Risk Scoring

Decisioning
_Performed Manual Fraud Decisions

Resolution Teams
_Established Independent Teams

ANALYSIS & DETECTION
Observability
_Selected & Implemented Anti-fraud Tools

Statistical Data Analysis
_Performed Statistical Parameter Calculations",,,
Sec.7.3.2,Security,Security Operations,,"#TM
",No,Fraud Prevention,2,"The organization is effectively performing fraud prevention through the usage of batch scoring and monitoring (transactions & suspicious activity). It leverages comprehensive planning, policy, process & procedure, and controls to reduce risk and sustain regulatory compliance (where applicable).","_Process & Procedure
_KPIs & Metrics

Governance
_Client Fraud Prevention Education Process & Procedure
_Call Center Transaction Clearing Thresholds

Cybersecurity Team
_SOC Monitoring
_Forensics

Financial Team
_Name Screening
_Payments Screening
_Transaction Monitoring
_Suspicious-activity Monitoring

Fraud Team
_Fraud Management Solution (LexisNexis) 
_Transaction Monitoring
_Fraud Escalation Process 

Scoring
_Batch Scoring
_Transaction

Decisioning
_Automated (batch)

Resolution Teams
_Cyber & Fraud Integrated Teams

ANALYSIS & DETECTION
Observability
_Feedback Loop

Statistical Data Analysis
_Probability Distribution & Models
_Data Matching

Artificial Intelligence
_Pattern Recognition
_Data Mining","_Defined & Documented final Cybersecurity Fraud Strategy
_Defined & Documented final Cybersecurity Fraud Standards
_Defined & Documented final Cybersecurity Fraud Architecture
_Defined & Documented final Cybersecurity Fraud Requirements
_Defined & Documented Process & Procedure
_Implemented Process & Procedure
_Defined & Documented KPIs & Metrics
_Measured & Monitored KPIs & Metrics

Governance
_Defined & Documented Client Fraud Prevention Education Process & Procedure
_Established Call Center Transaction Clearing Thresholds
_Measured & Monitored Transactions

Cybersecurity Team
_Performed SOC Monitoring
_Established & Performed Forensics

Financial Team
_Performed Name Screening
_Performed Payments Screening
_Measured & Monitored Transactions
_Measured & Monitored Suspicious Activity

Fraud Team
_Selected & Implemented Fraud Management Solution (LexisNexis) 
_Measured & Monitored Transactions
_Defined & Documented Fraud Escalation Process 

Scoring
_Performed Batch Scoring
_Performed Transaction Risk Scoring

Decisioning
_Performed Automated Decisions (batch-level)

Resolution Teams
_Established Cyber & Fraud Integrated Teams

ANALYSIS & DETECTION
Observability
_Established Feedback Loop
_Measured & Monitored Feedback Loop

Statistical Data Analysis
_Developed Probability Distribution & Models
_Performed Data Matching

Artificial Intelligence
_Established Pattern Recognition
_Mined Data","** Do you have comprehensive fraud prevention policy and strategy in place? Please explain.
_How is the SOC monitoring fraud?
_What type of forensic capabilities do you have?
_How do you identify & manage suspicious account and product activity?
_How do you calculate risk & propensity to commit fraud? How do you operationally leverage these models and techniques?
_Do you score in batch or real-time? Please explain.
_How do you develop patterns of behavior?",,,,,Fraud prevention strategy & practice,"The organization is effectively performing fraud prevention through the usage of batch scoring and monitoring (transactions & suspicious activity). It leverages comprehensive planning, policy, process & procedure, and controls to reduce risk and sustain regulatory compliance (where applicable).","_Defined & Documented final Cybersecurity Fraud Strategy
_Defined & Documented final Cybersecurity Fraud Standards
_Defined & Documented final Cybersecurity Fraud Architecture
_Defined & Documented final Cybersecurity Fraud Requirements

Governance
_Defined & Documented Client Fraud Prevention Education Process & Procedure
_Established Call Center Transaction Clearing Thresholds
_Measured & Monitored Transactions

Cybersecurity Team
_Performed SOC Monitoring
_Established & Performed Forensics

Financial Team
_Performed Name Screening
_Performed Payments Screening
_Measured & Monitored Transactions
_Measured & Monitored Suspicious Activity

Fraud Team
_Selected & Implemented Fraud Management Solution (LexisNexis) 
_Measured & Monitored Transactions
_Defined & Documented Fraud Escalation Process 

Scoring
_Performed Batch Scoring
_Performed Transaction Risk Scoring

Decisioning
_Performed Automated Decisions (batch-level)

Resolution Teams
_Established Cyber & Fraud Integrated Teams

ANALYSIS & DETECTION
Observability
_Established Feedback Loop
_Measured & Monitored Feedback Loop

Statistical Data Analysis
_Developed Probability Distribution & Models
_Performed Data Matching

Artificial Intelligence
_Established Pattern Recognition
_Mined Data",,,
Sec.7.3.3,Security,Security Operations,,"#TM
",No,Fraud Prevention,3,The organization leverages automation and a hardened shared responsibility model to coordinate fraud prevention activities & methods. Analytics & behavior patterns are foundational to proactive and reactive countermeasures employed.,"Governance
_Fraud Appetite
_Fraud Awareness Program
_Legal Engagement Policy 
_Law Enforcement Engagement Policy 
_Executive and Board Reporting 
_Wire Transfer Policies 
_Fraud Acceptable Loss Budget
_Account Opening and Closing Fraud Prevention Policies
_Joint Responsibility Notification

Cybersecurity Team
_Account Takeover Prevention
_Client MFA
_Client Device Telemetry Detection
_Online Behavioral Analytics
_Call Center Voice Biometric Authentication 

Fraud Team
_Device Analytics
_Voice Analytics

Scoring
_Real-time Scoring

Decisioning
_Automated (real-time)

Resolution Teams
_Fully-integrated Teams

ANALYSIS & DETECTION
Observability
_Single View of Customer
_Shared Analytics

Statistical Data Analysis
_Regression Analysis

Artificial Intelligence
_Machine Learning","Governance
_Defined & Documented Fraud Appetite
_Established Fraud Awareness Program
_Defined & Documented Legal Engagement Policy 
_Defined & Documented Law Enforcement Engagement Policy 
_Developed Executive and Board Reports & Dashboards
_Defined & Documented Wire Transfer Policies 
_Established Fraud Acceptable Loss Budget
_Defined & Documented Account Opening and Closing Fraud Prevention Policies
_Defined & Documented Joint Responsibility Notification (public policy regarding client's responsibilities) 

Cybersecurity Team
_Performed Account Takeover Prevention
_Implemented Client MFA
_Implemented Client Device Telemetry Detection
_Established Online Behavioral Analytics
_Implemented Call Center Voice Biometric Authentication 

Fraud Team
_Established Device Analytics
_Established Voice Analytics

Scoring
_Performed Real-time Scoring

Decisioning
_Performed Automated (real-time)

Resolution Teams
_Established Fully-integrated Teams

ANALYSIS & DETECTION
Observability
_Developed a Single View of Customer
_Established Shared Analytics

Statistical Data Analysis
_Performed Regression Analysis

Artificial Intelligence
_Implemented Machine Learning (supervised & unsupervised)","** Please describe how automation is leveraged to prevent fraud.

_How do your policies address fraud?
_How would you characterize your organization's appetite for fraud? What is an acceptable level of fraud?
_How do you engage with law enforcement?
_What controls do you have in place that you would highlight as being successful in combatting fraud?
_What control gaps exist that you would highlight as contributing to fraud?
_Are there any notable forms of analytics that you leverage?
_What role does AI/ML play?",,,,,Fraud prevention shared responsibility model,The organization leverages automation and a hardened shared responsibility model to coordinate fraud prevention activities & methods. Analytics & behavior patterns are foundational to proactive and reactive countermeasures employed.,"Governance
_Defined & Documented Fraud Appetite
_Established Fraud Awareness Program
_Defined & Documented Legal Engagement Policy 
_Defined & Documented Law Enforcement Engagement Policy 
_Developed Executive and Board Reports & Dashboards
_Defined & Documented Wire Transfer Policies 
_Established Fraud Acceptable Loss Budget
_Defined & Documented Account Opening and Closing Fraud Prevention Policies
_Defined & Documented Joint Responsibility Notification (public policy regarding client's responsibilities) 

Cybersecurity Team
_Performed Account Takeover Prevention
_Implemented Client MFA
_Implemented Client Device Telemetry Detection
_Established Online Behavioral Analytics
_Implemented Call Center Voice Biometric Authentication 

Fraud Team
_Established Device Analytics
_Established Voice Analytics

Scoring
_Performed Real-time Scoring

Decisioning
_Performed Automated (real-time)

Resolution Teams
_Established Fully-integrated Teams

ANALYSIS & DETECTION
Observability
_Developed a Single View of Customer
_Established Shared Analytics

Statistical Data Analysis
_Performed Regression Analysis

Artificial Intelligence
_Implemented Machine Learning (supervised & unsupervised)",,,
Sec.7.3.4,Security,Security Operations,,"#TM
",No,Fraud Prevention,4,The organization leverages real-time decisioning & external intelligence to optimize their fraud prevention countermeasures.,"Governance
_Alignment Process on Fraud Prevention vs. Customer Experience

Fraud Team
_Fraud Recovery and Legal Team

Decisioning
_Real Time Pre-Transaction Risk Ranking Process

~~~

ANALYSIS & DETECTION

_Big Data Techniques
_Online Behavioral Analytics
_External Benchmarking
_External Intelligence

Artificial Intelligence
_Neural Networks","Governance
_Defined & Documented Alignment Process on Fraud Prevention vs. Customer Experience

Fraud Team
_Established Fraud Recovery and Legal Team

Decisioning
_Defined & Documented Real Time Pre-Transaction Risk Ranking Process & Procedure
--- Online
--- Call Center

~~~

ANALYSIS & DETECTION

_Developed Big Data Techniques
_Established Online Behavioral Analytics
_Defined & Documented External Benchmarks
_Measured & Monitored Benchmark Data
_Subscribed to and Leveraged External Intelligence

Artificial Intelligence
_Established Neural Networks","** How do you balance fraud prevention controls with user experience techniques?
_Describe your fraud recovery process.
_How are you using big data?
_Describe how you are using external benchmarking.",,,,,Real-time fraud prevention decisioning,The organization leverages real-time decisioning & external intelligence to optimize their fraud prevention countermeasures.,"Governance
_Defined & Documented Alignment Process on Fraud Prevention vs. Customer Experience

Fraud Team
_Established Fraud Recovery and Legal Team

Decisioning
_Defined & Documented Real Time Pre-Transaction Risk Ranking Process & Procedure
--- Online
--- Call Center

~~~

ANALYSIS & DETECTION

_Developed Big Data Techniques
_Established Online Behavioral Analytics
_Defined & Documented External Benchmarks
_Measured & Monitored Benchmark Data
_Subscribed to and Leveraged External Intelligence

Artificial Intelligence
_Established Neural Networks",,,
Sec.7.3.5,Security,Security Operations,,"#TM
",No,Fraud Prevention,5,The organization leverages AI/ML and bot detection and prevention to harden their approach to fraud prevention.,"Cybersecurity Team
_BOT Detection / Prevention
_Dark Web Client Subscription or Scanning Process 

Scoring
_Client Location Fraud Risk

~~~

ANALYSIS & DETECTION
Artificial Intelligence
_ML / AI Fraudulent Pattern Detection ","Cybersecurity Team
_Implemented BOT Detection / Prevention
_Defined & Documented Dark Web Client Subscription or Scanning Process & Procedure

Scoring
_Established Client Location Fraud Risk

~~~

ANALYSIS & DETECTION
Artificial Intelligence
_Established ML / AI Fraudulent Pattern Detection ","** Please describe how you leverage AI/ML in your fraud prevention strategy. 
_How are you combatting bots?
_What are you doing to combat nefarious activity on the dark web?
_Does geo-location play a role in your anti-fraud techniques? How so?",,,,,AI/ML-enriched fraud prevention,The organization leverages AI/ML and bot detection and prevention to harden their approach to fraud prevention.,"Cybersecurity Team
_Implemented BOT Detection / Prevention
_Defined & Documented Dark Web Client Subscription or Scanning Process & Procedure

Scoring
_Established Client Location Fraud Risk

~~~

ANALYSIS & DETECTION
Artificial Intelligence
_Established ML / AI Fraudulent Pattern Detection ",,,
Sec.7.4.1,Security,Security Operations,,"#TM
",No,Knowledge Mgmt.,1,The enterprise establishes the foundation for cybersecurity knowledge management. The library of knowledge begins with rudimentary assets and an emphasis on FAQs and job aids.,"_Knowledge Mgmt. Strategy
_Knowledge Mgmt. Policy
_Knowledge Mgmt. Standards
_Knowledge Mgmt. Architecture
_Knowledge Mgmt. Plan
_Knowledge Mgmt. Guidelines
_Knowledge Mgmt. Requirements

Strategy & Approach
_Business Case
_Budget
_Enterprise Buy-In

Knowledge Assets
_Security FAQ
_Security Job Aids
_Intranet Sites

Communities of Practice
_Brown bags/Lunch-and-Learns

Coaching & Mentoring
_Peer Assistance","_Defined & Documented Knowledge Mgmt. draft Strategy
_Defined & Documented Knowledge Mgmt. Policy
_Defined & Documented Knowledge Mgmt. draft Standards
_Defined & Documented Knowledge Mgmt. draft Architecture
_Defined & Documented Knowledge Mgmt. Plan
_Defined & Documented Knowledge Mgmt. Guidelines
_Defined & Documented Knowledge Mgmt. draft Requirements

_Established Business Case with comprehensive TCO/ROI
_Received Approval for Budget
_Established Enterprise Buy-In, with critical roles such as:
--- Executive Leadership
--- Change Agents
--- SMEs

_Defined & Documented Knowledge Assets, such as
--- Security FAQ
--- Security Job Aids
--- Intranet Sites

_Performed Brown bags/Lunch-and-Learns

Coaching & Mentoring
_Enabled techniques for Peer Assistance","** What is your approach to knowledge mgmt.?
_Do you have a business case for knowledge mgmt. that is grounded in TCO/ROI? Please explain.
Do you have the support from critical roles, such as executive leadership, change agents, and SMEs? How so?
_Describe the types of assets do you leverage/share?
_Do you have any communities of practice? Please explain.
_Are you using any type of coaching & mentoring techniques? How so?",,,,,Knowledge management foundation,The enterprise establishes the foundation for cybersecurity knowledge management. The library of knowledge begins with rudimentary assets and an emphasis on FAQs and job aids.,"_Defined & Documented Knowledge Mgmt. draft Strategy
_Defined & Documented Knowledge Mgmt. Policy
_Defined & Documented Knowledge Mgmt. draft Standards
_Defined & Documented Knowledge Mgmt. draft Architecture
_Defined & Documented Knowledge Mgmt. Plan
_Defined & Documented Knowledge Mgmt. Guidelines
_Defined & Documented Knowledge Mgmt. draft Requirements

_Established Business Case with comprehensive TCO/ROI
_Received Approval for Budget
_Established Enterprise Buy-In, with critical roles such as:
--- Executive Leadership
--- Change Agents
--- SMEs

_Defined & Documented Knowledge Assets, such as
--- Security FAQ
--- Security Job Aids
--- Intranet Sites

_Performed Brown bags/Lunch-and-Learns

Coaching & Mentoring
_Enabled techniques for Peer Assistance",,,
Sec.7.4.2,Security,Security Operations,,"#TM
",No,Knowledge Mgmt.,2,The enterprise leverages a formal knowledge repository and information architecture to support widespread access to information.,"_Process & Procedure
_KPIs & Metrics

STRATEGY & APPROACH
Design
_User Experience
_Information Architecture

Collaboration Technology
_Knowledge Repositories
_Search

~~~

Knowledge Assets
_Fact Sheets
_Guides & Handbooks

Communities of Practice
_Subject Matter Experts (SMEs)

Coaching & Mentoring
_Retrospectives","_Defined & Documented Knowledge Mgmt. final Strategy
_Defined & Documented Knowledge Mgmt. final Standards
_Defined & Documented Knowledge Mgmt. final Architecture
_Defined & Documented Knowledge Mgmt. final Requirements
_Defined & Documented Process & Procedure
_Implemented Process & Procedure
_Defined & Documented KPIs & Metrics
_Measured & Monitored KPIs & Metrics

Design
_Designed & Developed KM User Experience
_Established KM Information Architecture (includes taxonomy)

Collaboration Technology
_Established Accessible Knowledge Repositories
_Implemented Search (of knowledge repositories)

~~~

Knowledge Assets
_Defined & Documented Fact Sheets
_Defined & Documented Guides & Handbooks

Communities of Practice
_Established enterprise Subject Matter Experts (SMEs)

Coaching & Mentoring
_Performed Retrospectives for knowledge sharing and feedback loops","** Please describe your knowledge management repository and processes. 
_Are you using deliberate design (e.g. UX or information architecture)? How so?
_Do users have the ability to search for information? Please describe.
_How do you curate subject matter experts?",,,,,Knowledge management information sharing,The enterprise leverages a formal knowledge repository and information architecture to support widespread access to information.,"_Defined & Documented Knowledge Mgmt. final Strategy
_Defined & Documented Knowledge Mgmt. final Standards
_Defined & Documented Knowledge Mgmt. final Architecture
_Defined & Documented Knowledge Mgmt. final Requirements

Design
_Designed & Developed KM User Experience
_Established KM Information Architecture (includes taxonomy)

Collaboration Technology
_Established Accessible Knowledge Repositories
_Implemented Search (of knowledge repositories)

~~~

Knowledge Assets
_Defined & Documented Fact Sheets
_Defined & Documented Guides & Handbooks

Communities of Practice
_Established enterprise Subject Matter Experts (SMEs)

Coaching & Mentoring
_Performed Retrospectives for knowledge sharing and feedback loops",,,
Sec.7.4.3,Security,Security Operations,,"#TM
",No,Knowledge Mgmt.,3,"The organization applies active governance and performance measurement around the program. The repository is enriched with more meaningful assets, and active coaching & mentoring emphasizes best practices.","STRATEGY & APPROACH
Governance
_Reports & Dashboards
_Usage Analytics
_Access Controls

~~~

Knowledge Assets
_Blogs
_Case Studies
_Whitepapers

Communities of Practice
_Guilds

Coaching & Mentoring
_Best Practices","STRATEGY & APPROACH
Governance
_Created Reports & Dashboards
_Produced Usage Analytics
_Implemented Access Controls

~~~

Knowledge Assets
_Wrote & Published Blogs
_Developed Case Studies
_Wrote & Published Whitepapers

Communities of Practice
_Established Guilds

Coaching & Mentoring
_Defined & Documented Best Practices","** How do you measure the effectiveness of your knowledge management  program?
_Are you leveraging any techniques to educate your partners or customers? Please explain.",,,,,Knowledge management governance,"The organization applies active governance and performance measurement around the program. The repository is enriched with more meaningful assets, and active coaching & mentoring emphasizes best practices.","STRATEGY & APPROACH
Governance
_Defined & Documented KPIs & Metrics
_Measured & Monitored KPIs & Metrics
_Created Reports & Dashboards
_Produced Usage Analytics
_Implemented Access Controls

~~~

Knowledge Assets
_Wrote & Published Blogs
_Developed Case Studies
_Wrote & Published Whitepapers

Communities of Practice
_Established Guilds

Coaching & Mentoring
_Defined & Documented Best Practices",,,
Sec.7.4.4,Security,Security Operations,,"#TM
",No,Knowledge Mgmt.,4,"The knowledge management program leverages deep insights from industry, research & consulting firms, and operational sources to enrich the quality of information available to stakeholders.","Knowledge Assets
_Research
_Trend Analysis
_Benchmarking

Communities of Practice
_Centers of Excellence","Knowledge Assets
_Subscribed to research services
_Performed Trend Analysis
_Gained Access to Industry Benchmarks
_Assessed local posture and techniques to industry benchmarks

Communities of Practice
_Established Centers of Excellence","** What research are you leveraging in your knowledge mgmt. program?
_What trends are you seeing relative to knowledge mgmt. and … quality/time-to-value/resiliency
_What role do Centers of Excellence play?",,,,,Knowledge management industry insights,"The knowledge management program leverages deep insights from industry, research & consulting firms, and operational sources to enrich the quality of information available to stakeholders.","Knowledge Assets
_Performed Trend Analysis
_Gained Access to Industry Benchmarks
_Assessed local posture and techniques to industry benchmarks

Communities of Practice
_Established Centers of Excellence",,,
Sec.7.5.1,Security,Security Operations,,"#TM
",Yes,"Logging, Monitoring, and Alerting",1,"The enterprise establishes the foundation of their logging, monitoring, and alerting practice. The bedrock of the approach is at the individual component level, with aspirations of comprehensive observability across the hybrid IT ecosystem.","_Logging, Monitoring, and Alerting Strategy
_Logging, Monitoring, and Alerting Policy
_Logging, Monitoring, and Alerting Standards
_Logging, Monitoring, and Alerting Architecture
_Logging, Monitoring, and Alerting Plan
_Logging, Monitoring, and Alerting Guidelines
_Logging, Monitoring, and Alerting Requirements

LOGGING
Log Types
_Access Control Logs
_Transaction/Activity
_Access Control
_Failures & Anomalies

Log & Event Mgmt.
_Write-Once Media
_Read-Only Access
_Time Stamping
_System-Side & Time-Correlated Audit Trail
_Event Classification

~~~

MONITORING
_Infrastructure Monitoring
_Network Monitoring
_Capacity Threshold Monitoring
_End-Point Monitoring

Event Type Integration
_Session Events
_Authorization Events
_Authentication Events
_Application Events
_Network Events
_Privilege Usage Events
_Database Events
_Computer Events
_ACLS


~~~

ALERTING
_Alerting Strategy
_Alert Severity Classification

Alert Rule Types
_Activity Log ","_Defined & Documented draft LMA Strategy
_Defined & Documented LMA Policy
_Defined & Documented draft LMA Standards
_Defined & Documented draft LMA Architecture
_Defined & Documented LMA Plan
_Defined & Documented LMA Guidelines
_Defined & Documented draft LMA Requirements

LOGGING
_Defined & Capture Log Types, including:
--- Access Control Logs
--- Transaction/Activity
--- Access Control
--- Failures & Anomalies

Log & Event Mgmt.
_Established Write-Once Media
_Established Read-Only Access
_Implemented Time Stamping (time synchronization)
_Established System-Side & Time-Correlated Audit Trail (time synchronization)
_Defined & Documented Event Classification

~~~

MONITORING
_Performed monitoring in several areas, including:
--- Infrastructure Monitoring
--- Network Monitoring
--- Capacity Threshold Monitoring
--- End-Point Monitoring

_Integrated events for an emerging unified view of the ecosystem, including:
--- Session Events
--- Authorization Events
--- Authentication Events
--- Application Events
--- Network Events
--- Privilege Usage Events
--- Database Events
--- Computer Events
--- ACLS


~~~

ALERTING
_Defined & Documented Alerting Strategy
_Defined & Documented Alert Severity Classification (e.g., Critical, Error, Warning)

_Established Alert Rule Types, including:
--- Activity Logs (e.g., new activity logs matching specified conditions)","** Describe your approach to logging, monitoring, and alerting.
_Are you using a distributed or centralized model? Please explain.
_What types of logs do you produce & analyze?
_Describe your event model/classification.
__Describe how audit logs are protected.
__Are logging of relevant information implemented for critical systems? Please explain.
__How is the network system clock synchronized?
_What are you monitoring? What use cases are you currently prioritizing?
_What is your alerting strategy?
_How do you classify alerts?",,,,,"Logging, Monitoring, and Alerting foundation","The enterprise establishes the foundation of their logging, monitoring, and alerting practice. The bedrock of the approach is at the individual component level, with aspirations of comprehensive observability across the hybrid IT ecosystem.","_Defined & Documented draft LMA Strategy
_Defined & Documented LMA Policy
_Defined & Documented draft LMA Standards
_Defined & Documented draft LMA Architecture
_Defined & Documented LMA Plan
_Defined & Documented LMA Guidelines
_Defined & Documented draft LMA Requirements

LOGGING
_Defined & Capture Log Types, including:
--- Access Control Logs
--- Transaction/Activity
--- Access Control
--- Failures & Anomalies

Log & Event Mgmt.
_Established Write-Once Media
_Established Read-Only Access
_Implemented Time Stamping (time synchronization)
_Established System-Side & Time-Correlated Audit Trail (time synchronization)
_Defined & Documented Event Classification

~~~

MONITORING
_Performed monitoring in several areas, including:
--- Infrastructure Monitoring
--- Network Monitoring
--- Capacity Threshold Monitoring
--- End-Point Monitoring

_Integrated events for an emerging unified view of the ecosystem, including:
--- Session Events
--- Authorization Events
--- Authentication Events
--- Application Events
--- Network Events
--- Privilege Usage Events
--- Database Events
--- Computer Events
--- ACLS


~~~

ALERTING
_Defined & Documented Alerting Strategy
_Defined & Documented Alert Severity Classification (e.g., Critical, Error, Warning)

_Established Alert Rule Types, including:
--- Activity Logs (e.g., new activity logs matching specified conditions)",,,
